country,year,fossil_fuel_consumption
Finland,1999,227.324
Finland,2000,224.163
Finland,2001,237.285
Finland,2002,245.975
Finland,2003,273.592
Finland,2004,253.283
Finland,2005,223.277
Finland,2006,253.284
Finland,2007,246.213
Finland,2008,223.688
Finland,2009,212.701
Finland,2010,237.393
Finland,2011,214.826
Finland,2012,194.504
Finland,2013,202.25
Finland,2014,186.628
Finland,2015,175.874
Finland,2016,185.297
Finland,2017,175.713
Finland,2018,180.042
Finland,2019,170.712
Finland,2020,150.28
Finland,2021,146.423
Finland,2022,137.791
France,1965,1168.484
France,1966,1181.734
France,1967,1285.172
France,1968,1345.749
France,1969,1490.121
France,1970,1615.031
France,1971,1699.409
France,1972,1813.457
France,1973,1988.104
France,1974,1923.953
France,1975,1779.187
France,1976,1950.368
France,1977,1890.529
France,1978,1975.616
France,1979,2021.116
France,1980,1923.094
France,1981,1767.746
France,1982,1677.904
France,1983,1635.61
France,1984,1589.16
France,1985,1582.29
France,1986,1555.141
France,1987,1544.503
France,1988,1531.791
France,1989,1571.723
France,1990,1601.255
France,1991,1707.94
France,1992,1677.704
France,1993,1606.061
France,1994,1551.727
France,1995,1585.171
France,1996,1654.882
France,1997,1624.681
France,1998,1718.929
France,1999,1722.829
France,2000,1719.707
France,2001,1725.44
France,2002,1697.533
France,2003,1730.169
France,2004,1742.166
France,2005,1742.588
France,2006,1711.23
France,2007,1675.235
France,2008,1661.716
France,2009,1587.677
France,2010,1609.974
France,2011,1503.187
France,2012,1500.312
France,2013,1501.054
France,2014,1364.985
France,2015,1392.825
France,2016,1422.166
France,2017,1437.183
France,2018,1403.865
France,2019,1383.965
France,2020,1202.761
France,2021,1304.357
France,2022,1251.925
Germany,1965,2921.022
Germany,1966,2924.401
Germany,1967,2916.715
Germany,1968,3115.431
Germany,1969,3365.219
Germany,1970,3537.806
Germany,1971,3582.936
Germany,1972,3700.902
Germany,1973,3904.608
Germany,1974,3821.408
Germany,1975,3642.042
Germany,1976,3888.081
Germany,1977,3834.159
Germany,1978,3969.184
Germany,1979,4176.208
Germany,1980,4018.834
Germany,1981,3856.635
Germany,1982,3687.199
Germany,1983,3736.759
Germany,1984,3811.103
Germany,1985,3840.231
Germany,1986,3824.398
Germany,1987,3824.256
Germany,1988,3796.16
Germany,1989,3741.838
Germany,1990,3703.867
Germany,1991,3620.403
Germany,1992,3497.78
Germany,1993,3492.76
Germany,1994,3456.352
Germany,1995,3462.442
Germany,1996,3578.19
Germany,1997,3496.779
Germany,1998,3481.879
Germany,1999,3392.88
Germany,2000,3391.776
Germany,2001,3460.381
Germany,2002,3408.056
Germany,2003,3405.057
Germany,2004,3366.811
Germany,2005,3308.255
Germany,2006,3360.617
Germany,2007,3214.107
Germany,2008,3225.884
Germany,2009,3018.432
Germany,2010,3134.529
Germany,2011,3032.669
Germany,2012,3052.564
Germany,2013,3147.405
Germany,2014,2963.163
Germany,2015,2981.134
Germany,2016,3062.101
Germany,2017,3065.357
Germany,2018,2951.88
Germany,2019,2811.785
Germany,2020,2558.225
Germany,2021,2699.75
Germany,2022,2603.246
Greece,1982,188.653
Greece,1983,193.379
Greece,1984,200.675
Greece,1985,212.616
Greece,1986,211.814
Greece,1987,233.857
Greece,1988,248.601
Greece,1989,271.448
Greece,1990,282.076
Greece,1991,282.313
Greece,1992,290.077
Greece,1993,293.641
Greece,1994,297.846
Greece,1995,306.255
Greece,1996,311.831
Greece,1997,322.458
Greece,1998,343.575
Greece,1999,340.644
Greece,2000,360.798
Greece,2001,367.392
Greece,2002,365.895
Greece,2003,381.198
Greece,2004,381.141
Greece,2005,381.222
Greece,2006,388.89
Greece,2007,405.325
Greece,2008,394.571
Greece,2009,372.63
Greece,2010,347.664
Greece,2011,347.527
Greece,2012,319.955
Greece,2013,287.475
Greece,2014,273.054
Greece,2015,269.766
Greece,2016,265.029
Greece,2017,283.343
Greece,2018,279.199
Greece,2019,271.954
Greece,2020,228.181
Greece,2021,241.714
Greece,2022,252.99
Hungary,1965,184.754
Hungary,1966,187.167
Hungary,1967,178.65
Hungary,1968,185.343
Hungary,1969,198.482
Hungary,1970,213.879
Hungary,1971,220.813
Hungary,1972,227.953
Hungary,1973,246.895
Hungary,1974,254.522
Hungary,1975,269.237
Hungary,1976,287.667
Hungary,1977,302.539
Hungary,1978,323.63
Hungary,1979,320.44
Hungary,1980,321.508
Hungary,1981,318.084
Hungary,1982,319.524
Hungary,1983,307.005
Hungary,1984,311.796
Hungary,1985,314.536
Hungary,1986,310.303
Hungary,1987,314.981
Hungary,1988,300.006
Hungary,1989,290.022
Hungary,1990,283.713
Hungary,1991,262.303
Hungary,1992,249.415
Hungary,1993,239.08
Hungary,1994,243.101
Hungary,1995,246.341
Hungary,1996,251.241
Hungary,1997,244.755
Hungary,1998,249.247
Hungary,1999,248.597
Hungary,2000,239.832
Hungary,2001,247.049
Hungary,2002,241.128
Hungary,2003,252.717
Hungary,2004,253.057
Hungary,2005,264.136
Hungary,2006,260.493
Hungary,2007,252.034
Hungary,2008,244.675
Hungary,2009,220.379
Hungary,2010,224.51
Hungary,2011,217.824
Hungary,2012,199.771
Hungary,2013,187.814
Hungary,2014,185.849
Hungary,2015,198.327
Hungary,2016,202.307
Hungary,2017,215.885
Hungary,2018,217.812
Hungary,2019,217.758
Hungary,2020,210.904
Hungary,2021,221.17
Hungary,2022,201.945
India,1965,562.775
India,1966,579.228
India,1967,592.204
India,1968,627.55
India,1969,693.515
India,1970,670.029
India,1971,692.911
India,1972,737.422
India,1973,745.745
India,1974,800.703
India,1975,848.63
India,1976,889.208
India,1977,939.183
India,1978,948.443
India,1979,1016.124
India,1980,1047.712
India,1981,1167.579
India,1982,1182.495
India,1983,1254.259
India,1984,1330.719
India,1985,1418.261
India,1986,1525.9
India,1987,1642.974
India,1988,1783.563
India,1989,1944.618
India,1990,2086.01
India,1991,2193.086
India,1992,2326.79
India,1993,2388.339
India,1994,2504.123
India,1995,2713.743
India,1996,2848.561
India,1997,3009.745
India,1998,3162.595
India,1999,3260.487
India,2000,3446.03
India,2001,3466.253
India,2002,3589.969
India,2003,3728.399
India,2004,3964.438
India,2005,4237.514
India,2006,4427.847
India,2007,4801.275
India,2008,5125.357
India,2009,5552.823
India,2010,5770.731
India,2011,6001.939
India,2012,6381.226
India,2013,6551.184
India,2014,6993.901
India,2015,7246.493
India,2016,7593.63
India,2017,7845.052
India,2018,8249.621
India,2019,8357.201
India,2020,7838.526
India,2021,8549.395
India,2022,8954.851
Indonesia,1965,79.119
Indonesia,1966,76.879
Indonesia,1967,75.017
Indonesia,1968,78.69
Indonesia,1969,89.606
Indonesia,1970,94.58
Indonesia,1971,97.825
Indonesia,1972,104.421
Indonesia,1973,117.274
Indonesia,1974,125.508
Indonesia,1975,154.579
Indonesia,1976,164.831
Indonesia,1977,216.871
Indonesia,1978,246.131
Indonesia,1979,280.321
Indonesia,1980,301.86
Indonesia,1981,323.916
Indonesia,1982,330.0
Indonesia,1983,347.661
Indonesia,1984,382.745
Indonesia,1985,404.804
Indonesia,1986,427.853
Indonesia,1987,451.944
Indonesia,1988,476.518
Indonesia,1989,526.299
Indonesia,1990,577.781
Indonesia,1991,628.045
Indonesia,1992,685.257
Indonesia,1993,734.453
Indonesia,1994,771.489
Indonesia,1995,839.482
Indonesia,1996,900.404
Indonesia,1997,987.608
Indonesia,1998,955.598
Indonesia,1999,1045.11
Indonesia,2000,1120.133
Indonesia,2001,1195.066
Indonesia,2002,1232.899
Indonesia,2003,1343.931
Indonesia,2004,1328.325
Indonesia,2005,1365.573
Indonesia,2006,1393.239
Indonesia,2007,1492.976
Indonesia,2008,1506.96
Indonesia,2009,1546.658
Indonesia,2010,1661.329
Indonesia,2011,1772.05
Indonesia,2012,1827.526
Indonesia,2013,1748.419
Indonesia,2014,1768.565
Indonesia,2015,1809.009
Indonesia,2016,1780.842
Indonesia,2017,1845.782
Indonesia,2018,1975.415
Indonesia,2019,2093.457
Indonesia,2020,1890.595
Indonesia,2021,1914.898
Indonesia,2022,2437.859
Iran,1965,92.207
Iran,1966,100.574
Iran,1967,110.771
Iran,1968,121.925
Iran,1969,133.947
Iran,1970,158.71
Iran,1971,174.001
Iran,1972,195.868
Iran,1973,237.702
Iran,1974,269.81
Iran,1975,315.508
Iran,1976,355.126
Iran,1977,403.217
Iran,1978,387.311
Iran,1979,422.052
Iran,1980,389.55
Iran,1981,389.516
Iran,1982,441.039
Iran,1983,527.597
Iran,1984,572.862
Iran,1985,626.498
Iran,1986,582.427
Iran,1987,623.648
Iran,1988,635.196
Iran,1989,701.069
Iran,1990,789.457
Iran,1991,863.649
Iran,1992,946.208
Iran,1993,869.602
Iran,1994,988.354
Iran,1995,1033.333
Iran,1996,1124.82
Iran,1997,1168.567
Iran,1998,1213.365
Iran,1999,1316.257
Iran,2000,1385.28
Iran,2001,1479.933
Iran,2002,1602.894
Iran,2003,1628.308
Iran,2004,1797.438
Iran,2005,1898.726
Iran,2006,2067.248
Iran,2007,2202.812
Iran,2008,2301.915
Iran,2009,2359.876
Iran,2010,2392.636
Iran,2011,2499.1
Iran,2012,2519.074
Iran,2013,2596.271
Iran,2014,2706.107
Iran,2015,2700.365
Iran,2016,2820.377
Iran,2017,2921.311
Iran,2018,3041.288
Iran,2019,3149.172
Iran,2020,3297.185
Iran,2021,3308.467
Iran,2022,3335.62
Ireland,1979,101.345
Ireland,1980,97.948
Ireland,1981,95.446
Ireland,1982,94.915
Ireland,1983,93.573
Ireland,1984,92.828
Ireland,1985,97.062
Ireland,1986,104.786
Ireland,1987,106.69
Ireland,1988,105.62
Ireland,1989,109.409
Ireland,1990,115.825
Ireland,1991,120.256
Ireland,1992,120.588
Ireland,1993,123.32
Ireland,1994,128.159
Ireland,1995,131.465
Ireland,1996,138.774
Ireland,1997,143.319
Ireland,1998,153.326
Ireland,1999,162.192
Ireland,2000,169.822
Ireland,2001,180.125
Ireland,2002,177.301
Ireland,2003,173.529
Ireland,2004,176.311
Ireland,2005,182.757
Ireland,2006,187.192
Ireland,2007,189.127
Ireland,2008,185.6
Ireland,2009,164.151
Ireland,2010,166.767
Ireland,2011,154.086
Ireland,2012,151.88
Ireland,2013,148.27
Ireland,2014,145.665
Ireland,2015,151.093
Ireland,2016,159.873
Ireland,2017,156.516
Ireland,2018,157.237
Ireland,2019,153.616
Ireland,2020,138.318
Ireland,2021,146.449
Ireland,2022,151.494
Israel,1980,92.577
Israel,1981,94.15
Israel,1982,101.741
Israel,1983,101.809
Israel,1984,105.94
Israel,1985,98.251
Israel,1986,103.339
Israel,1987,110.809
Israel,1988,118.764
Israel,1989,124.27
Israel,1990,129.129
Israel,1991,131.262
Israel,1992,153.113
Israel,1993,166.291
Israel,1994,173.503
Israel,1995,195.137
Israel,1996,202.227
Israel,1997,221.141
Israel,1998,232.721
Israel,1999,241.175
Israel,2000,227.28
Israel,2001,227.155
Israel,2002,231.573
Israel,2003,238.592
Israel,2004,243.354
Israel,2005,244.494
Israel,2006,245.982
Israel,2007,255.159
Israel,2008,262.56
Israel,2009,254.916
Israel,2010,264.898
Israel,2011,269.484
Israel,2012,281.452
Israel,2013,266.119
Israel,2014,258.536
Israel,2015,271.956
Israel,2016,276.106
Israel,2017,281.705
Israel,2018,285.869
Israel,2019,292.748
Israel,2020,273.316
Israel,2021,274.963
Israel,2022,284.416
Italy,1965,784.806
Italy,1966,858.3
Italy,1967,947.664
Italy,1968,1035.889
Italy,1969,1132.354
Italy,1970,1261.199
Italy,1971,1338.66
Italy,1972,1404.391
Italy,1973,1484.557
Italy,1974,1481.234
Italy,1975,1437.428
Italy,1976,1530.989
Italy,1977,1502.516
Italy,1978,1557.162
Italy,1979,1614.52
Italy,1980,1572.048
Italy,1981,1542.565
Italy,1982,1501.917
Italy,1983,1470.51
Italy,1984,1489.553
Italy,1985,1487.119
Italy,1986,1525.958
Italy,1987,1604.471
Italy,1988,1643.894
Italy,1989,1714.709
Italy,1990,1752.051
Italy,1991,1778.829
Italy,1992,1770.387
Italy,1993,1731.741
Italy,1994,1718.565
Italy,1995,1814.167
Italy,1996,1799.482
Italy,1997,1832.987
Italy,1998,1877.466
Italy,1999,1919.906
Italy,2000,1949.068
Italy,2001,1937.946
Italy,2002,1942.135
Italy,2003,2013.508
Italy,2004,2038.851
Italy,2005,2058.696
Italy,2006,2042.676
Italy,2007,2010.122
Italy,2008,1938.828
Italy,2009,1762.991
Italy,2010,1803.918
Italy,2011,1749.311
Italy,2012,1668.513
Italy,2013,1531.288
Italy,2014,1414.442
Italy,2015,1496.994
Italy,2016,1507.98
Italy,2017,1541.387
Italy,2018,1525.036
Italy,2019,1494.493
Italy,2020,1320.996
Italy,2021,1440.987
Italy,2022,1423.48
Japan,1965,1598.555
Japan,1966,1777.571
Japan,1967,2100.549
Japan,1968,2349.549
Japan,1969,2701.243
Japan,1970,3034.734
Japan,1971,3211.307
Japan,1972,3370.138
Japan,1973,3823.21
Japan,1974,3767.017
Japan,1975,3567.659
Japan,1976,3683.707
Japan,1977,3749.69
Japan,1978,3848.236
Japan,1979,3951.389
Japan,1980,3765.882
Japan,1981,3693.186
Japan,1982,3480.966
Japan,1983,3490.373
Japan,1984,3815.343
Japan,1985,3743.137
Japan,1986,3735.453
Japan,1987,3774.433
Japan,1988,4057.01
Japan,1989,4182.906
Japan,1990,4374.012
Japan,1991,4428.32
Japan,1992,4502.179
Japan,1993,4460.201
Japan,1994,4712.571
Japan,1995,4876.483
Japan,1996,4966.399
Japan,1997,4982.256
Japan,1998,4837.621
Japan,1999,4976.206
Japan,2000,5035.611
Japan,2001,4988.117
Japan,2002,5021.025
Japan,2003,5200.919
Japan,2004,5122.87
Japan,2005,5157.83
Japan,2006,5086.065
Japan,2007,5130.279
Japan,2008,5100.908
Japan,2009,4527.235
Japan,2010,4790.777
Japan,2011,4841.036
Japan,2012,5189.08
Japan,2013,5133.329
Japan,2014,4996.624
Japan,2015,4853.515
Japan,2016,4761.283
Japan,2017,4755.587
Japan,2018,4643.376
Japan,2019,4477.786
Japan,2020,4118.038
Japan,2021,4240.516
Japan,2022,4206.433
Kazakhstan,1985,780.62
Kazakhstan,1986,800.111
Kazakhstan,1987,815.645
Kazakhstan,1988,842.284
Kazakhstan,1989,827.645
Kazakhstan,1990,837.644
Kazakhstan,1991,835.717
Kazakhstan,1992,825.856
Kazakhstan,1993,724.328
Kazakhstan,1994,638.201
Kazakhstan,1995,573.856
Kazakhstan,1996,499.274
Kazakhstan,1997,439.508
Kazakhstan,1998,414.593
Kazakhstan,1999,388.829
Kazakhstan,2000,347.478
Kazakhstan,2001,392.451
Kazakhstan,2002,397.997
Kazakhstan,2003,439.678
Kazakhstan,2004,470.586
Kazakhstan,2005,485.014
Kazakhstan,2006,524.058
Kazakhstan,2007,582.043
Kazakhstan,2008,617.184
Kazakhstan,2009,553.453
Kazakhstan,2010,592.122
Kazakhstan,2011,675.498
Kazakhstan,2012,712.221
Kazakhstan,2013,715.38
Kazakhstan,2014,750.722
Kazakhstan,2015,616.751
Kazakhstan,2016,689.369
Kazakhstan,2017,745.685
Kazakhstan,2018,774.227
Kazakhstan,2019,784.761
Kazakhstan,2020,720.058
Kazakhstan,2021,781.809
Kazakhstan,2022,832.103
Latvia,1985,97.481
Latvia,1986,89.895
Latvia,1987,79.185
Latvia,1988,76.184
Latvia,1989,74.373
Latvia,1990,73.172
Latvia,1991,69.995
Latvia,1992,49.58
Latvia,1993,40.651
Latvia,1994,37.85
Latvia,1995,35.884
Latvia,1996,35.962
Latvia,1997,33.034
Latvia,1998,32.694
Latvia,1999,30.436
Latvia,2000,29.404
Latvia,2001,32.323
Latvia,2002,33.766
Latvia,2003,33.731
Latvia,2004,36.334
Latvia,2005,37.135
Latvia,2006,36.563
Latvia,2007,37.894
Latvia,2008,37.179
Latvia,2009,33.829
Latvia,2010,39.241
Latvia,2011,35.508
Latvia,2012,34.352
Latvia,2013,34.124
Latvia,2014,32.656
Latvia,2015,33.579
Latvia,2016,34.605
Latvia,2017,33.823
Latvia,2018,33.352
Latvia,2019,35.491
Latvia,2020,30.221
Latvia,2021,31.613
Latvia,2022,28.995
Lithuania,1985,152.632
Lithuania,1986,137.552
Lithuania,1987,147.538
Lithuania,1988,145.829
Lithuania,1989,150.184
Lithuania,1990,152.354
Lithuania,1991,164.214
Lithuania,1992,88.311
Lithuania,1993,66.319
Lithuania,1994,65.051
Lithuania,1995,63.99
Lithuania,1996,66.83
Lithuania,1997,63.998
Lithuania,1998,66.465
Lithuania,1999,58.611
Lithuania,2000,53.142
Lithuania,2001,58.273
Lithuania,2002,56.747
Lithuania,2003,58.078
Lithuania,2004,59.859
Lithuania,2005,64.082
Lithuania,2006,64.523
Lithuania,2007,69.145
Lithuania,2008,68.023
Lithuania,2009,58.401
Lithuania,2010,62.644
Lithuania,2011,64.842
Lithuania,2012,64.557
Lithuania,2013,58.399
Lithuania,2014,56.131
Lithuania,2015,58.394
Lithuania,2016,58.657
Lithuania,2017,60.917
Lithuania,2018,63.582
Lithuania,2019,62.92
Lithuania,2020,62.0
Lithuania,2021,61.422
Lithuania,2022,55.716
Luxembourg,1965,41.549
Luxembourg,1966,39.827
Luxembourg,1967,39.192
Luxembourg,1968,42.404
Luxembourg,1969,45.689
Luxembourg,1970,47.426
Luxembourg,1971,45.7
Luxembourg,1972,47.105
Luxembourg,1973,49.966
Luxembourg,1974,50.672
Luxembourg,1975,42.085
Luxembourg,1976,42.222
Luxembourg,1977,39.248
Luxembourg,1978,40.848
Luxembourg,1979,41.972
Luxembourg,1980,38.658
Luxembourg,1981,32.993
Luxembourg,1982,30.921
Luxembourg,1983,28.892
Luxembourg,1984,31.129
Luxembourg,1985,32.025
Luxembourg,1986,31.255
Luxembourg,1987,29.465
Luxembourg,1988,30.227
Luxembourg,1989,34.849
Luxembourg,1990,36.904
Luxembourg,1991,39.636
Luxembourg,1992,39.798
Luxembourg,1993,40.324
Luxembourg,1994,38.708
Luxembourg,1995,33.612
Luxembourg,1996,34.673
Luxembourg,1997,33.85
Luxembourg,1998,32.561
Luxembourg,1999,34.495
Luxembourg,2000,36.694
Luxembourg,2001,39.367
Luxembourg,2002,43.133
Luxembourg,2003,45.285
Luxembourg,2004,51.204
Luxembourg,2005,51.939
Luxembourg,2006,50.909
Luxembourg,2007,48.843
Luxembourg,2008,48.435
Luxembourg,2009,46.341
Luxembourg,2010,48.863
Luxembourg,2011,47.574
Luxembourg,2012,46.521
Luxembourg,2013,44.019
Luxembourg,2014,42.344
Luxembourg,2015,40.87
Luxembourg,2016,40.152
Luxembourg,2017,41.385
Luxembourg,2018,43.115
Luxembourg,2019,43.544
Luxembourg,2020,36.092
Luxembourg,2021,38.878
Luxembourg,2022,34.833
Malaysia,1970,40.709
Malaysia,1971,46.349
Malaysia,1972,51.66
Malaysia,1973,54.751
Malaysia,1974,55.854
Malaysia,1975,57.702
Malaysia,1976,64.947
Malaysia,1977,76.976
Malaysia,1978,102.596
Malaysia,1979,117.807
Malaysia,1980,122.446
Malaysia,1981,126.274
Malaysia,1982,135.717
Malaysia,1983,155.789
Malaysia,1984,163.266
Malaysia,1985,160.741
Malaysia,1986,176.474
Malaysia,1987,179.845
Malaysia,1988,187.662
Malaysia,1989,213.336
Malaysia,1990,229.079
Malaysia,1991,288.71
Malaysia,1992,327.881
Malaysia,1993,328.164
Malaysia,1994,344.567
Malaysia,1995,379.565
Malaysia,1996,428.944
Malaysia,1997,503.112
Malaysia,1998,482.262
Malaysia,1999,507.097
Malaysia,2000,588.754
Malaysia,2001,606.162
Malaysia,2002,642.078
Malaysia,2003,698.065
Malaysia,2004,753.741
Malaysia,2005,815.987
Malaysia,2006,823.778
Malaysia,2007,880.427
Malaysia,2008,907.648
Malaysia,2009,879.308
Malaysia,2010,911.236
Malaysia,2011,921.792
Malaysia,2012,1006.893
Malaysia,2013,1048.489
Malaysia,2014,1055.032
Malaysia,2015,1069.537
Malaysia,2016,1111.387
Malaysia,2017,1109.144
Malaysia,2018,1128.862
Malaysia,2019,1156.852
Malaysia,2020,1103.781
Malaysia,2021,1168.514
Malaysia,2022,1234.011
Mexico,1965,267.117
Mexico,1966,280.664
Mexico,1967,283.972
Mexico,1968,307.382
Mexico,1969,338.786
Mexico,1970,359.662
Mexico,1971,381.74
Mexico,1972,423.654
Mexico,1973,457.604
Mexico,1974,506.962
Mexico,1975,549.22
Mexico,1976,581.216
Mexico,1977,610.272
Mexico,1978,702.859
Mexico,1979,775.9
Mexico,1980,853.725
Mexico,1981,926.551
Mexico,1982,972.851
Mexico,1983,967.5
Mexico,1984,1006.992
Mexico,1985,1045.681
Mexico,1986,1028.067
Mexico,1987,1067.337
Mexico,1988,1067.749
Mexico,1989,1120.536
Mexico,1990,1223.802
Mexico,1991,1262.041
Mexico,1992,1275.428
Mexico,1993,1273.897
Mexico,1994,1374.779
Mexico,1995,1315.271
Mexico,1996,1344.127
Mexico,1997,1388.183
Mexico,1998,1457.507
Mexico,1999,1454.533
Mexico,2000,1552.956
Mexico,2001,1552.589
Mexico,2002,1601.973
Mexico,2003,1633.6
Mexico,2004,1723.788
Mexico,2005,1886.799
Mexico,2006,1910.914
Mexico,2007,1938.41
Mexico,2008,1993.404
Mexico,2009,1991.019
Mexico,2010,1979.88
Mexico,2011,2067.558
Mexico,2012,2099.47
Mexico,2013,2101.287
Mexico,2014,2057.915
Mexico,2015,2043.285
Mexico,2016,2092.532
Mexico,2017,2127.615
Mexico,2018,2081.49
Mexico,2019,2056.365
Mexico,2020,1850.049
Mexico,2021,1971.404
Mexico,2022,2179.545
Morocco,1965,14.174
Morocco,1966,20.268
Morocco,1967,21.884
Morocco,1968,23.324
Morocco,1969,24.964
Morocco,1970,26.395
Morocco,1971,27.785
Morocco,1972,30.171
Morocco,1973,35.231
Morocco,1974,37.477
Morocco,1975,39.106
Morocco,1976,42.688
Morocco,1977,47.154
Morocco,1978,50.15
Morocco,1979,55.925
Morocco,1980,56.296
Morocco,1981,55.922
Morocco,1982,59.058
Morocco,1983,60.949
Morocco,1984,62.122
Morocco,1985,63.866
Morocco,1986,65.634
Morocco,1987,67.126
Morocco,1988,70.719
Morocco,1989,77.426
Morocco,1990,79.148
Morocco,1991,80.179
Morocco,1992,90.929
Morocco,1993,93.456
Morocco,1994,101.971
Morocco,1995,100.645
Morocco,1996,101.327
Morocco,1997,105.194
Morocco,1998,108.957
Morocco,1999,116.052
Morocco,2000,115.151
Morocco,2001,123.768
Morocco,2002,127.068
Morocco,2003,125.681
Morocco,2004,143.404
Morocco,2005,157.981
Morocco,2006,161.348
